Project,Scenario,Dollar_year,Weather_year,Start_day,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambium24,allScenarios,2023$,2012,Sunday,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metric definitions and scenario descriptions: 2024 Cambium Documentation (https://www.nrel.gov/docs/fy25osti/93005.pdf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario,Geography,Time,Load,Load,Load,Load,Load,Load,Load,Transmission,Transmission,Operational,Operational,Operational,Operational,Operational,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Curtailment,Curtailment,Curtailment,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Energy Capacity,Energy Capacity,Energy Capacity
HighDemandGrowth,WestConnect_North,2045,176282000,831802.7,1474204.9,2135847.8,180723860,169938528.1,22276546,41830060,30788180,0.036,0.0541,0.12,117010.63,39953.3,15.7,0.3,0.03,1.9,118.5,0.01,15.7,5.4,21.1,17.6,0.3,0.03,2.1,133.1,0.01,17.7,6.1,23.8,108.5,2.1,0.21,12.8,815.7,0.05,108.6,37.1,145.8,180.8,3.4,0.35,21.4,1355.1,0.08,181,61.8,242.7,2664160.7,50.2,5,318579.3,20108.9,1.2,2667027.7,918145.6,3585173.2,19.98,19.32,-0.07,39.24,21.31,20.82,-0.07,42.07,15801619,138915.4,15940536,169681980,158447310,707576.2,121644.3,0,0,0,3298456.8,5759947,976550.2,0,2483585.8,0,0,1185362.8,28873220,126275630,0,479.3,18.9,0,0,1900.8,4687,12660.9,0,940.9,0,15.4,580.8,11173.4,0,33046.5,1917.1,4646.4,0
HighDemandGrowth,WestConnect_North,2050,197299800,854280.7,1683692.4,2268792.2,202106580,190200620.4,28461604,49794476,32589348,0.036,0.0541,0.12,34180.17,45085.3,13.9,0.3,0.03,1.7,104.7,0.01,13.9,4.8,18.7,15.3,0.3,0.03,1.8,115.6,0.01,15.3,5.3,20.6,97.9,1.9,0.19,11.6,737.1,0.04,98,33.5,131.6,185.5,3.5,0.36,21.9,1389,0.08,185.7,63.3,249,2565112.6,48.3,4.8,306878.9,19361.5,1.1,2567873.1,884158.6,3452031.7,18.92,5.6,-0.03,24.7,20.19,6.01,-0.02,26.41,16710232,1092503.6,17802736,184901440,173644960,727349.6,121644.3,0,0,0,3897379.2,5795472,779197.3,0,2478584,0,8.3,1354221.4,42826196,126921390,0,479.3,18.9,0,0,2245.2,4342.9,10870.1,0,940.9,0,10,580.8,16887,0,33175.1,1917.1,4646.4,0
HighDemandGrowth,WestConnect_South,2025,125103000,3151294,282294.8,583499.6,129120090,120607134.2,95447656,3580172,3587851.5,0.0359,0.0539,0.12,86025.49,30803.5,277.1,24.9,3.56,17.1,1127.4,0.18,278.8,50.8,329.6,288.1,25.7,3.68,17.9,1184.9,0.19,289.9,53.3,343.2,467.7,27.4,3.76,38.6,2955.5,0.22,469.5,126.8,596.3,634.9,43.7,6.12,46.5,3529.1,0.31,637.9,151.7,789.6,35780444.9,3216.2,459.9,2209835.3,145576.8,23.4,36001841.9,6554421.1,42556263.1,35.39,17.93,0,53.33,37.71,19.93,0,57.65,9360.8,2094.3,11455.1,129127770,33672428,2682260.5,240248.2,0,26394012,0,5171816.5,22524286,1660876.5,63911.2,10164722,31446268,54241,224513.2,17802034,10698578,0,2145.2,36.1,4501.1,0,2708.4,13180.6,4544.1,8.6,2803.6,3937,1545,216.3,6445.7,0,3262.5,8580.7,1730.4,0
HighDemandGrowth,WestConnect_South,2030,140778130,4127819.5,553303.6,791647.4,146250900,135718975.7,75271990,3694641.5,9333061,0.0359,0.0539,0.12,85824.03,34778.9,145.9,12.2,1.74,10.5,576.8,0.11,146.7,27.8,174.5,157.3,13.1,1.85,11.5,628.6,0.12,158.2,30.2,188.4,176.5,8.1,1.07,16.6,1060.5,0.08,177,48.2,225.3,603.3,49.2,6.98,37.1,2427.9,0.29,606.7,109.6,716.2,22157745.8,1856.1,263.8,1599941.3,87605.9,16.8,22285088.8,4215183.8,26500272.6,25.09,17.65,0,42.73,26.88,19.74,0,46.62,676999.7,933886.2,1610901.2,151889310,70978904,3505342.5,240248.2,0,14751846,25843.3,6401708,18791886,291888,61673.3,11355892,31446268,22887.7,442483.4,37223260,27328092,0,2479.3,36.1,4120.1,6.2,3388.5,12892.1,3497.6,8.6,3200.6,3937,986,216.3,13585.8,0,7418.7,9917.1,1730.4,0
HighDemandGrowth,WestConnect_South,2035,173875260,7985878.5,664041,1565082.4,184090270,167626237.6,71603910,16211064,15441386,0.0359,0.0539,0.12,88876.79,40713.8,42.8,0.8,0.08,6.6,326.1,0.05,42.8,16.3,59.2,50,0.9,0.09,7.5,380.7,0.06,50.1,18.9,68.9,149.4,2.8,0.29,17.7,1122.3,0.07,149.6,51.1,200.7,279.5,5.3,0.54,33.1,2094.1,0.13,279.8,95.5,375.3,7842568.2,148.1,14.9,1211948.5,59785.2,9.7,7851034.8,2996197.9,10847232.7,25.42,17.05,0,42.47,27.67,19.36,0,47.03,2972094,7425551,10397661,183320590,112486360,6802181,224043.6,0,0,19048.5,6314922,20133360,417163.2,57826.9,11206484,31446268,13853.5,533054,62639080,43513316,0,4631.6,33.9,0,6.2,3389.5,12548.1,3497.6,8.6,3200.6,3937,554,216.3,24776.7,0,12386.6,18526.4,1730.4,0
HighDemandGrowth,WestConnect_South,2040,207073710,19975920,1264135,2130304.2,230444060,199631153.3,68716600,18640700,29583818,0.0359,0.0539,0.12,82643.28,47438.5,29.6,0.6,0.06,4.7,226.2,0.04,29.7,11.4,41.1,39.3,0.7,0.07,6,299.7,0.05,39.4,14.9,54.3,96.9,1.8,0.18,11.4,729,0.04,97,33.2,130.2,261.2,4.9,0.5,30.9,1967.7,0.11,261.5,89.5,351,7151261.3,134.9,13.5,1130178,54610.6,9.4,7158966.5,2760140.3,9919106.8,24.39,14.8,0,39.2,27.32,17.64,0,44.96,4807194.5,17786524,22593796,241387180,161727470,16989264,224043.6,0,0,16821.2,6260731.5,18519424,258397.7,54775.6,11153382,31446268,4910.2,1009257.2,95237820,60212090,0,11098.1,33.9,0,6.2,3410.8,12548.1,3497.6,8.6,3200.6,3937,229,414.4,39952.1,0,17185.2,47398,3315.4,0
HighDemandGrowth,WestConnect_South,2045,234965550,22399544,1272298.4,2248269.2,260885660,226520098.9,73588620,21357932,30766704,0.0359,0.0539,0.12,95014.15,53101,27.5,0.5,0.05,4.3,210,0.04,27.5,10.6,38.1,39.9,0.8,0.08,5.9,304.1,0.04,40,15,55,131,2.5,0.25,15.5,987.4,0.06,131.2,44.9,176.1,244.9,4.6,0.47,28.9,1844,0.11,245.1,83.9,329.1,7433583,140.1,14,1163481.7,56759.8,9.5,7441584.2,2857519.9,10299104,22.32,16.86,0,39.18,25.2,19.98,0,45.18,7066521,31436972,38503550,270294430,187297040,19057358,224043.6,0,0,14631.6,6332814,19962088,133548.4,41616.2,11115273,31446268,835.9,1016364.9,110696640,70252950,0,11647.1,33.9,0,6.2,3469.7,13919,3499.8,7,3200.6,3937,175,414.4,49796.6,0,20392.7,53127.8,3315.4,0
HighDemandGrowth,WestConnect_South,2050,254818200,41145600,1280354.6,2178443.8,299422620,245659469.9,84877000,19913016,29197946,0.0359,0.0539,0.12,87117.98,57221.4,18.3,0.3,0.03,3.1,140.2,0.03,18.3,7.3,25.6,27.3,0.5,0.05,4.3,208.7,0.04,27.3,10.6,37.9,118.8,2.2,0.22,14,895.7,0.05,118.9,40.7,159.7,232.3,4.4,0.44,27.5,1750.7,0.1,232.6,79.7,312.2,5647407.8,106.4,10.6,951572.8,43283.7,8.7,5653485.2,2243811.7,7897296.9,19.22,14.92,0,34.14,22.77,18.79,0,41.56,7391961.5,47454580,54846540,308707550,214545620,35013508,205629.2,0,0,13522.4,6541068,15293661,108361.7,0,11071530,31446268,0,1022973.1,138759650,69231384,0,18142.1,31.4,0,6.2,3623.6,14544.6,3499.8,0,3200.6,3937,175,414.4,64836.8,0,20228.5,99906.1,3315.4,0
LowNGPrice,CAISO,2025,302088420,19995150,3338820.8,1194491.1,326616900,291230391.5,213294900,25691360,486534.8,0.0359,0.0539,0.12,146175.26,69792.5,132.2,2.5,0.25,16.8,1231.3,0.07,132.4,53.5,185.8,141.5,3,0.32,17.7,1294,0.08,141.7,56.3,198,230.3,7.1,0.88,25.1,1891.2,0.12,230.7,81.5,312.2,521.7,22,2.91,51.3,3857.6,0.27,523.1,166.3,689.4,39848521.8,756.1,76.6,5054026.1,371139.6,22.1,39891957.9,16120018.8,56011976.7,39.33,27.06,0,66.39,42.11,31.42,0,73.53,0,0,0,301412060,113322000,17000784,4835026,0,0,0,24006458,97313656,3814366.8,14791661,29476804,17891704,328407.4,2637663.5,68728720,20586816,0,13651.7,749.1,0,0,14254.5,19797,11040.1,1986.3,10220.7,2240,1033.5,3911.9,24846.3,0,6968.7,54606.8,31295.2,0
LowNGPrice,CAISO,2030,338845600,22883094,11130683,1374064.4,374233440,326665887.5,212849820,28465770,1498108.5,0.0359,0.0539,0.12,146170.72,77478.1,112.3,2.1,0.22,13.8,843.4,0.05,112.4,38.9,151.4,122.4,2.5,0.27,14.9,908.1,0.06,122.5,42,164.5,116.8,2.5,0.26,13.6,864.5,0.05,117,39.4,156.3,470.7,23.3,3.13,42.7,2728.9,0.22,472.2,124.1,596.3,39004353.6,741.5,75.4,4789793.7,292874,18.2,39047026.5,13522419.6,52569446.1,27.95,26.84,0,54.79,30.36,31.85,0,62.21,7348.9,626944.5,637572.7,347265760,161383600,19454774,4655301.5,0,0,0,27879974,96828020,3526616.5,21333622,30795258,0,382134,8906446,95832730,37529684,141211.6,14166.7,724.7,0,0,16545,22240.6,10927.5,2878.3,10705.1,0,614.6,5111.9,35072.9,60,12287.3,56666.9,40895.2,0
LowNGPrice,CAISO,2035,403000160,41580124,12195499,1843784.4,458619550,388514547.3,239359060,45042104,1855780.8,0.0359,0.0539,0.12,103595.25,89524.5,76.3,1.4,0.15,9.2,574.2,0.03,76.4,26.3,102.7,63.3,1.2,0.12,7.7,476.2,0.03,63.3,21.9,85.2,59.4,1.1,0.12,7,443.5,0.03,59.5,20.3,79.7,326.6,6.2,0.62,38.6,2456.7,0.14,326.9,111.8,438.8,31703263.4,600.6,60.6,3826081.1,238537.4,14.4,31737712.7,10938415.7,42676128.5,25.91,18.26,0,44.17,28.66,22.31,0,50.97,72291.3,1794173.4,1883793.6,415433250,219260500,35342856,2293102.8,0,0,0,26826818,80424264,1970887.2,33723532,32512848,0,187342.4,9717905,136787520,39411676,16234486,25763.5,404,0,0,15924.8,22130.6,10531.6,4689.7,11240.2,0,614.6,5111.9,49390.6,3683,12456.1,103054.1,40895.2,0
LowNGPrice,CAISO,2040,459452320,62372584,12888526,2344329.8,537057700,442936919.5,263797600,52773370,3796344,0.0359,0.0539,0.12,138413.33,104375.7,65,1.2,0.12,7.8,489.8,0.03,65.1,22.4,87.5,42.8,0.8,0.08,5.2,322.6,0.02,42.8,14.8,57.6,39.9,0.8,0.08,4.7,301,0.02,39.9,13.7,53.6,324.8,6.2,0.63,38.4,2436.9,0.15,325.1,111.1,436.2,31717780.5,599.1,60.2,3813016.5,239078.2,14.2,31752058.8,10941412,42693470.8,24.46,24.3,0,48.76,27.44,30.51,0,57.96,80622.2,3876187.2,3964091.2,488080700,273260130,52975056,1946912.2,0,0,0,26857510,81746320,1518866,33754760,32514404,0,90538.4,10273744,171962140,41330864,33109596,38598.4,357,0,0,15944.1,23090.6,10401.2,4736.2,11240.9,0,169.2,5111.9,62823.1,7602,12799.1,154393.6,40895.2,0
LowNGPrice,CAISO,2045,519194720,86916370,13381478,2567026,622059600,500531791.5,319421470,63970196,7086233,0.0359,0.0539,0.12,131898.46,119229.3,47.5,0.9,0.09,5.7,358,0.02,47.5,16.4,63.9,21.8,0.4,0.04,2.6,164.8,0.01,21.9,7.6,29.4,20.4,0.4,0.04,2.4,153.5,0.01,20.4,7,27.4,308.9,5.8,0.59,36.5,2327.4,0.14,309.2,105.9,415.1,26829526,506.5,50.8,3235222.9,202326.5,12,26858487.3,9267826.2,36126313.5,21.94,23,0,44.94,25.12,29.66,0,54.78,200816.1,6661513.5,6874233,565175600,302638100,73844344,1946912.2,0,0,0,27252998,70033550,882838.3,72567710,32513788,0,55433.6,10692938,207188020,34967284,33229820,54154.1,357,0,0,16196.3,22406.2,9166.4,9931.8,11240.9,0,166.4,5111.9,76173.2,7602,11834.5,216616.5,40895.2,0
LowNGPrice,CAISO,2050,571970240,97925336,12891735,2842500,685629760,551410387.5,348177700,85646290,6424114,0.0359,0.0539,0.12,145864.63,132836.7,41.9,0.8,0.08,5.1,315.9,0.02,41.9,14.5,56.4,21.6,0.4,0.04,2.6,162.8,0.01,21.6,7.5,29.1,20.3,0.4,0.04,2.4,152.5,0.01,20.3,6.9,27.2,299.4,5.7,0.57,35.4,2256.1,0.13,299.7,102.6,402.3,25393154,479.1,48,3065333.7,191570.8,11.3,25420534.8,8777239.6,34197774.3,21.25,25.77,0,47.02,24.47,33.24,0,57.71,195577.6,6312840.5,6522195.5,606407600,337452060,83256850,1946912.2,0,0,0,28508676,67836570,403852.2,72674970,32513760,0,33779.3,10288843,227339040,48261268,33343092,58689,357,0,0,16938,23230.9,8797.2,9955.1,11240.9,0,166.4,5111.9,82915.7,7602,14854.8,248848.3,40895.2,0
LowNGPrice,ERCOT,2025,425158500,8274597,3649,4366213.5,437802940,409876108.4,220473780,412675,1207755.8,0.0359,0.0539,0.12,105103.37,98005.9,234.8,17.4,2.45,17,1217.8,0.13,236,53.3,289.3,249.3,18.4,2.6,18,1293.7,0.14,250.6,56.6,307.2,409.1,15.3,1.96,41.6,3220.3,0.19,410,137.7,547.7,607,38.5,5.43,48.5,3432,0.35,609.6,150.9,760.5,102982684.6,7610.7,1072.7,7434325.5,534143.6,58.3,103502334.3,23367710.6,126870044.9,33.16,20.28,0,53.44,35.28,22.37,0,57.65,569562.6,562133.2,1131695.8,438598050,217329180,7010115,599889.2,0,59116532,0,4564346,111442344,1179191.1,0,656955.2,39777090,1483818.9,2917.1,85591340,127173490,0,7596.7,100.6,14254.2,0,2951.8,36165.7,8767.2,0,562.7,4980,9669,5,34348.9,0,37044.2,30386.6,40,0
LowNGPrice,ERCOT,2030,464481200,14437664,6898.8,5269820.5,484195650,447784673.2,165373150,588816.5,1894306.8,0.0359,0.0539,0.12,105077.74,104592.7,98.2,3.1,0.39,11.3,660.7,0.06,98.4,31,129.4,105.9,3.4,0.42,12.2,712.7,0.07,106.2,33.5,139.6,156.7,5,0.62,16.8,1055.6,0.07,157,48.3,205.3,398.2,15.2,2.04,41.1,2425.8,0.24,399.2,113.5,512.7,47677161.9,1512,188.3,5487788.4,320787.8,31.3,47773613.4,15055821.6,62829435,20.86,19.45,0,40.31,22.51,21.67,0,44.18,12798846,19109712,31908560,485501120,318822500,12214216,599889.2,0,6074105,0,10533125,104330130,1512741.6,0,640413.9,39777090,1524550.6,5514,123322060,184967280,0,9947.2,100.6,11350.2,0,6852.1,38648.7,8441.8,0,562.7,4980,7439,5,55128,0,49503.7,39788.8,40,0
LowNGPrice,ERCOT,2035,525760670,17584020,9480.1,4903796,548258000,506860963.5,130954030,2732013.2,13152821,0.0359,0.0539,0.12,107042.66,116447,59.1,1.2,0.12,7.7,435.5,0.04,59.1,20.7,79.8,65.3,1.3,0.14,8.5,480.3,0.05,65.4,22.8,88.1,77.9,1.6,0.17,9.3,563.3,0.04,78,26.1,104,277,5.7,0.67,33.1,1960.2,0.16,277.4,91.5,368.9,32999309,647.1,69.5,4283529.1,243310.2,24.4,33037555.7,11540841.5,44578397.1,18.99,18.69,0,37.68,20.59,20.77,0,41.36,22294470,55392290,77686760,558678800,417303940,14897363,599889.2,0,0,0,14696971,82452360,1641235.9,0,623429,39777090,1375948,7523.3,155920820,246686160,0,11440.4,100.6,0,0,9563.8,39917.9,7949.8,0,562.7,4980,6789,5,81653.5,0,70308.4,45761.6,40,0
LowNGPrice,ERCOT,2040,587656450,25263090,9924.7,5025014,617954400,566531050.5,157112320,4186911.2,14647754,0.0359,0.0539,0.12,114048.52,130783,62.8,1.2,0.12,8,469.5,0.04,62.8,22,84.9,69.6,1.3,0.14,8.9,520.2,0.05,69.7,24.4,94.1,105.7,2,0.21,12.5,784.9,0.05,105.8,35.9,141.7,282.8,5.6,0.61,33.6,2062.3,0.15,283.1,95.1,378.2,39444032.8,756.6,78.2,5037026.8,295049.9,26.2,39487920.4,13836669.7,53324590.1,19.15,20.61,0,39.75,20.86,23.16,0,44.02,22504418,50184090,72688504,628415300,460842140,21420966,599889.2,0,0,0,15951059,101546290,2839297.2,0,636227.5,39777090,745506.9,7898.9,184269710,260621360,0,16599,100.6,0,0,10372.1,46011.3,20477.1,0,562.7,4980,5521,5,90849.4,0,72443.3,66396,40,0
LowNGPrice,ERCOT,2045,636437900,25040226,10076.8,4835874.5,666324030,613559404.8,145277000,4884124.5,20170804,0.0359,0.0539,0.12,108629.95,143357.6,54.6,1,0.11,7,408.4,0.04,54.6,19.2,73.8,60.7,1.2,0.12,7.8,454.3,0.04,60.8,21.3,82.1,65.7,1.3,0.13,7.8,492.5,0.03,65.8,22.5,88.2,249.3,4.9,0.52,29.6,1836.3,0.12,249.5,84.3,333.9,37186476.3,712.7,73.5,4769423.3,278378.5,25.1,37227782.7,13071957.3,50299740,17.12,19.78,0,36.89,18.61,22.13,0,40.74,41178412,97412370,138590780,681610750,521047040,21237882,599889.2,0,0,0,18276174,93566430,4099402.8,0,612871,39777090,662068.4,8040.5,199377400,303393470,0,16835.8,100.6,0,0,11865.6,44835.3,19278.1,0,562.7,4980,3273.2,5,113472.2,0,86355,67343.2,40,0
LowNGPrice,ERCOT,2050,681266500,31855468,9146.8,4791860,717923000,656777344.2,151249740,5994823,21768744,0.0359,0.0539,0.12,110157.11,158003.7,50.1,0.9,0.09,6.4,378.5,0.03,50.1,17.7,67.8,56.1,1.1,0.11,7.2,423.7,0.04,56.1,19.8,75.9,72.5,1.4,0.14,8.6,546.1,0.03,72.6,24.8,97.4,233.9,4.5,0.46,27.7,1750.1,0.11,234.2,79.9,314.1,36734839,693.8,69.7,4709240.2,277684.1,24,36774528.5,12990787.8,49765316.4,15.39,20.44,0,35.84,16.79,23.06,0,39.86,56744800,110152216,166897020,733696900,566673300,26975834,599889.2,0,0,0,22390518,95439220,3543593.5,0,597768.8,39777090,82969.9,7296.8,216566430,327716320,0,22718.4,100.6,0,0,14511.8,48813.8,21446.8,0,562.7,4980,1259.2,5,124432,0,94375.8,90873.6,40,0
LowNGPrice,FRCC,2025,271088480,629901.6,0,41284.1,271759650,261346536.3,246734900,1253040.2,148836,0.0359,0.0539,0.12,127239.76,65740.5,353.2,16.1,2.13,34.9,2590.7,0.19,354.3,112.1,466.5,367.2,16.8,2.22,36.2,2688.1,0.19,368.3,116.4,484.7,383.8,7.6,0.78,45.1,3550.9,0.17,384.3,150.9,535.2,444.2,10.3,1.21,51.7,3843.7,0.24,444.8,166.3,611.1,95609002.3,4357.5,576,9443889.8,701187.3,50.5,95896112.3,30353069.8,126249182.1,42.52,26.17,0,68.69,45.03,28.24,0,73.26,0,0,0,270655460,25024752,539030,3635373.5,0,26695728,0,2802890.2,183180000,1519801.4,0,216437.4,29281690,562644.4,0,22221862,0,0,688.2,672.4,3764.2,0,1771.9,38501.9,8691.8,0,54.5,3666,4583.5,0,9294.3,0,0,2752.9,0,0
LowNGPrice,FRCC,2030,295049900,2901092.8,0,40635.7,297991600,284446937.9,268698000,685591,630087.1,0.0359,0.0539,0.12,127237.38,69467.1,301.1,8.1,0.94,34.9,2140.9,0.15,301.6,98.8,400.4,315.1,8.5,0.98,36.5,2239.9,0.16,315.6,103.3,419,286.4,11.8,1.56,28.3,1767.1,0.14,287.2,81,368.1,458.2,16.6,2.14,47.4,2945.4,0.23,459.2,135.2,594.4,89714623,2404.3,279.4,10405406.6,637841.8,46.1,89862537.3,29425681.6,119288218.9,30.97,26.09,0,57.06,32.84,28.37,0,61.2,0,0,0,297936130,29293622,2483859,3694621.5,0,7549335,0,5482469,224745060,593471.6,0,229464,29281690,64988.5,0,23385820,425332.6,0,2553.2,680.4,3764.2,0,3463.9,47162.6,8517.8,0,57.5,3666,4161.5,0,9666.8,0,200,10212.9,0,0
LowNGPrice,FRCC,2035,330842620,21567270,0,289300.1,352699170,318953400.5,235861550,1918349.2,2237408.5,0.0359,0.0539,0.12,114758.61,77729.2,191.1,3.6,0.36,23.9,1443.9,0.1,191.3,66.9,258.2,210.4,4,0.4,26.3,1589.8,0.11,210.6,73.7,284.3,185.1,3.6,0.38,21.9,1372.2,0.09,185.3,62.8,248.1,378.2,7.4,0.78,44.8,2793.5,0.18,378.6,128.1,506.7,67461808.1,1272.2,127.4,8422185.5,509737.7,36,67534486.1,23622197,91156683.1,30.53,21.95,0,52.48,32.84,25.13,0,57.97,1559.8,670633,672192.7,353018240,116837610,18364116,3694621.5,0,0,0,8874118,184207490,363268,0,229426.3,29281690,40027.5,0,107536500,426990.7,0,13092.1,680.4,0,0,5616,46990.6,8420.8,0,57.5,3666,3929.5,0,44240.4,0,200,52368.5,0,0
LowNGPrice,FRCC,2040,372987650,28147652,0,467363.8,401602700,359583936.5,257742640,2488484.2,4202227,0.0359,0.0539,0.12,112300.23,88067.4,181.6,3.4,0.34,22.6,1372.2,0.1,181.8,63.5,245.3,201.5,3.8,0.38,25.1,1522.3,0.11,201.7,70.5,272.1,212.8,4,0.4,25.1,1604.8,0.09,213,73,286,360.7,6.9,0.72,42.7,2688.6,0.17,361.1,122.9,483.9,73240434.3,1380.7,138.2,9104607.8,553427.4,38.5,73319296.3,25607247.5,98926543.8,29.59,21.58,0,51.18,31.9,24.96,0,56.86,1867.6,1350445.1,1352312.8,403316400,143860030,23965006,3694621.5,0,0,0,10796794,202055120,207905.8,0,229350.7,29281690,22695.8,0,132628504,434728.6,0,17800.6,680.4,0,0,6860.2,53912.5,8408.8,0,57.5,3666,3744.2,0,54768.7,0,200,71202.3,0,0
LowNGPrice,FRCC,2045,414660220,28862252,0,500609.4,444023100,399759023,280073400,3237229.8,3336144,0.0359,0.0539,0.12,115571.35,98629.6,179.6,3.4,0.34,22.1,1357.3,0.09,179.8,62.6,242.4,198.2,3.7,0.37,24.4,1497.5,0.1,198.4,69.1,267.5,184.1,3.5,0.35,21.8,1387.9,0.08,184.3,63.1,247.5,339.6,6.4,0.64,40.1,2559.4,0.15,340,116.4,456.5,79785589.9,1503.8,150.4,9826941.2,602825.9,41.1,79871466.4,27802364.2,107673830.6,27.63,22.53,0,50.16,29.79,25.94,0,55.73,3515.3,2314036.2,2317551.5,444122020,163949650,24576060,3179018,0,0,0,13223597,222817310,80793.4,0,229313,29281690,8148.6,0,150288140,437908.9,0,19019.2,610.4,0,0,8403.5,64530.7,8334.8,0,57.5,3666,3272.2,0,61830.9,0,200,76076.9,0,0
LowNGPrice,FRCC,2050,456684600,42157064,0,701017.6,499542620,440273340.2,300208160,3775923.5,3784023.2,0.0359,0.0539,0.12,112859.21,109670.4,165.1,3.1,0.31,20.3,1247.3,0.08,165.3,57.5,222.8,186.2,3.5,0.35,22.9,1406.9,0.1,186.4,64.9,251.3,199,3.8,0.38,23.5,1501,0.09,199.2,68.3,267.5,340,6.4,0.64,40.2,2566,0.15,340.4,116.7,457.1,82465415.3,1554.2,155.4,10143414.3,623086.4,42.2,82554159.8,28722914,111277073.8,25.17,21.71,0,46.89,27.32,25.54,0,52.86,4030.1,4061899.2,4065929.5,499550800,199334500,35887600,3179018,0,0,0,14385619,231615020,23531.8,0,229275.2,29281690,114.8,0,184508270,440612,0,28469,610.4,0,0,9160.5,68326.7,7441.8,0,57.5,3666,2267.1,0,75932,0,200,113876,0,0
LowNGPrice,ISONE,2025,129221030,328890.1,1494695.2,672248.5,131716860,124575028.5,106627460,196016.7,309716.4,0.0359,0.054,0.12,29103.63,31551,150.3,2.9,0.3,21.5,1387.2,0.12,150.5,62.8,213.3,158.4,3.1,0.32,22.6,1461.5,0.13,158.6,66.2,224.8,219,4.7,0.57,26.2,1859,0.14,219.3,81.6,300.9,428.1,10.3,1.31,50.3,3522.5,0.28,428.8,155.4,584.2,19812322.1,382.3,39.9,2830630,182871.5,15.7,19834613.6,8284479.3,28119092.9,37.3,5.94,0,43.23,39.51,6.51,0,46.02,509663.8,814048,1323711.8,131830570,25089408,279824.9,5986378,15053875,0,0,5745848.5,50250384,418585,0,6955789,26081950,529684.4,1184688.8,5167080,7393723,6782757,246.2,979.2,486,0,4366.9,13615.9,2132.7,0,1959.1,3265.4,5115.3,1830.4,3030,1695.4,2351.4,984.7,14643.2,0
LowNGPrice,ISONE,2030,141726900,513849.9,2207977.8,610066.5,145058780,136630937.2,89393910,1040739.8,1235337.2,0.0359,0.054,0.12,29104,34348.6,89.8,1.7,0.18,13.8,670.5,0.09,89.9,33.8,123.7,95.3,1.9,0.2,14.6,710.7,0.09,95.4,35.8,131.2,172.7,3.9,0.5,20.8,1142.6,0.13,173,54.9,227.9,369.5,8.3,1.02,43.8,2534.5,0.23,370,119.4,489.4,13040691.7,252.8,26.6,2002325.3,97390.3,12.5,13055492.3,4907954.9,17963447.2,22.71,5.57,0,28.27,24.18,6.11,0,30.28,2157669.2,1057281.6,3214951,145253390,55664870,435315,5308728,15608141,0,0,7829751,32777836,479518.4,0,6723390.5,26081950,416540.5,1757092.2,6944353,11152440,29738330,384.7,887.2,0,0,5923,12332.2,1804.7,0,1963.8,3265.4,1601.4,1801,3984.7,7502,3491.5,1539,14408,0
LowNGPrice,ISONE,2035,158269010,2366672,2272234.5,609092,163517010,152577970.7,91704800,1889008.2,3898801.5,0.0359,0.054,0.12,119485.88,38390.1,85.7,1.7,0.18,12.4,633.9,0.08,85.8,31.3,117.1,77.3,1.5,0.17,11.3,568.7,0.07,77.4,28.2,105.6,89.5,1.8,0.2,10.6,650.7,0.05,89.6,30,119.6,407.5,9.1,1.17,49,2711.6,0.29,408.1,129.9,538,14180991.4,278,29.8,2049679.1,104934.2,12.9,14197415.5,5180227.7,19377643.1,26.17,22.43,1.69,50.32,28.04,24.83,1.79,54.69,582927.2,172467.3,755394.5,165526800,71812210,2000909.8,3461395.5,16908104,0,0,9709102,34828960,670115.6,0,7320003,26081950,625810.5,1817346,7530675,17750996,36821436,2446.4,636.4,0,0,7004,12236.1,1804.7,0,1963.8,3265.4,1456.4,1801,3984.7,9186,4738.7,9785.4,14408,0
